Days To Maturity,Strike,Mid,IVM
214,6.4,0.354999989,41.15127563
214,6.8,0.275000006,41.71218491
214,7.2,0.215000004,42.36608887
214,7.6,0.164999992,42.65263748
214,8,0.129999995,43.25535202
214,9,0.080000006,45.54953003
214,10,0.054999992,48.15351486
214,11,0.044999994,51.65249252
214,12,0.039999999,55.26340485
32,0.01,0,0
32,3.8,1.644999504,75.39656067
32,3.85,1.59499979,73.08443451
32,3.9,1.554999828,76.59091949
32,3.95,1.504999638,74.19321442
32,4,1.454999447,71.81755829
32,4.1,1.354999542,67.12548828
32,4.2,1.254999638,62.50766754
32,4.3,1.154999256,57.95408249
32,4.4,1.06499958,57.36756134
32,4.5,0.965000033,52.70211029
32,4.6,0.875,51.24474335
32,4.7,0.779999971,47.86631393
32,4.8,0.689999998,45.54548645
32,4.9,0.610000014,45.0091095
32,5,0.529999971,43.64387512
32,5.1,0.444999993,40.65452576
32,5.2,0.38499999,41.38016891
32,5.3,0.314999968,39.43978882
32,5.4,0.264999986,39.78624344
32,5.5,0.214999974,39.14011383
32,5.6,0.174999982,39.09955597
32,5.7,0.144999996,39.75810623
32,5.8,0.11499998,39.55161285
32,5.9,0.099999964,41.27774048
32,6,0.075000018,40.34082794
32,6.1,0.070000015,42.99995422
32,6.2,0.054999996,42.90392685
32,6.3,0.044999998,43.43988419
32,6.4,0.039999999,44.9885025
32,6.5,0.035,46.23540497
32,6.6,0.024999999,45.16326523
32,6.8,0.024999999,50.21069717
32,7,0.039999999,61.23475647
32,7.2,0.039999999,66.09083557
32,7.6,0.030000001,70.63796234
32,8,0.030000001,78.67073059
32,9,0.029999997,96.39022064
32,10,0.029999997,111.5580826
32,0.01,5.425000191,1803.756348
32,3.2,2.245000362,99.89914703
32,3.4,2.049999714,94.20136261
32,3.6,1.849999905,84.32360077
32,3.8,1.649999142,74.89795685
32,3.85,1.599999905,72.60469818
32,3.9,1.554999828,73.42476654
32,3.95,1.504999638,71.1039505
32,4,1.454999924,68.80472565
32,4.1,1.359999657,66.82855988
32,4.2,1.259999752,62.23720169
32,4.3,1.164999962,59.86391068
32,4.4,1.065000057,55.28045654
32,4.5,0.970000029,52.56307602
32,4.6,0.879999995,51.16461182
32,4.7,0.779999971,46.3890686
32,4.8,0.694999993,45.54100037
32,4.9,0.610000014,43.94579697
32,5,0.529999971,42.73545837
32,5.1,0.454999983,41.7027359
32,5.2,0.38500002,40.71033096
32,5.3,0.320000023,39.66441345
32,5.4,0.264999986,39.27753067
32,5.5,0.214999974,38.69417191
32,5.6,0.175000012,38.70325089
32,5.7,0.144999981,39.4008522
32,5.8,0.11499998,39.22788239
32,5.9,0.094999969,40.02111053
32,6,0.080000013,41.11838531
32,6.1,0.070000015,42.73822784
32,6.2,0.054999996,42.65779114
32,6.3,0.045000002,43.20919037
32,6.4,0.039999999,44.76486206
32,6.5,0.035,46.01987457
32,6.6,0.029999999,46.95235825
32,6.7,0.024999999,47.52192307
32,6.8,0.024999999,50.01300049
32,6.9,0.025,52.43850708
32,7,0.025,54.80277252
32,7.2,0.039999999,65.88465881
32,7.6,0.030000001,70.44704437
32,8,0.030000001,78.48244476
32,8.5,0.039999999,92.86077881
32,9,0.030000001,96.20913696
32,9.2,0.030000001,99.42208862
32,9.4,0.030000001,102.5403442
32,9.6,0.039999999,111.3212738
32,9.8,0.030000001,108.5145493
32,10,0.030000001,111.3801498
32,11,0.030000001,124.6525192
32,12,0.030000001,136.4493408
32,12.5,0.030000001,141.8893585
32,13,0.030000001,147.0631104
32,14,0.030000001,156.7059326
32,16,0.039999999,181.4650421
305,1.7,3.724999428,74.97130585
305,1.8,3.634999275,74.87094879
305,1.9,3.539999962,72.90786743
305,2,3.449999809,72.31547546
305,2.2,3.259999752,68.28097534
305,2.4,3.069999695,64.36753082
305,2.6,2.884999752,61.46063614
305,2.8,2.699999809,58.45996857
305,3,2.519999504,56.08128738
305,3.2,2.344999313,54.11777878
305,3.4,2.175000191,52.42366028
305,3.6,2.004999638,50.43494797
305,3.8,1.844999313,49.06061935
305,4,1.694999695,48.11587524
305,4.4,1.409999847,46.08700943
305,4.8,1.149999857,44.13230515
305,5.2,0.929999709,42.93744659
305,5.6,0.735000014,41.58148193
305,6,0.585000038,41.11674881
305,6.4,0.460000008,40.62918472
305,6.8,0.359999985,40.27881241
305,7.2,0.294999987,40.88496017
305,7.6,0.23999998,41.2718811
305,8,0.199999958,41.9374733
305,9,0.12499997,42.99256897
305,10,0.084999971,44.50876617
305,11,0.069999978,47.35086823
305,12,0.054999985,49.189785
305,14,0.044999994,54.24134064
305,16,0.029999999,56.29718399
305,1.7,3.769999504,78.98403168
305,1.8,3.675000191,77.05276489
305,1.9,3.579999924,75.10138702
305,2,3.484999657,73.14718628
305,2.2,3.294999599,69.26570892
305,2.4,3.109999657,66.51700592
305,2.6,2.920000076,62.64807892
305,2.8,2.735000134,59.70600128
305,3,2.555000305,57.38017273
305,3.2,2.375,54.84698486
305,3.4,2.204999924,53.25413895
305,3.6,2.034999847,51.32684708
305,3.8,1.869999886,49.5109024
305,4,1.720000267,48.66394424
305,4.4,1.425000191,46.10924911
305,4.8,1.164999962,44.31988907
305,5.2,0.935000002,42.71723938
305,5.6,0.745000005,41.73029327
305,6,0.585000038,40.87175369
305,6.4,0.460000008,40.43755341
305,6.8,0.370000005,40.6795578
305,7.2,0.295000017,40.75415802
305,7.6,0.244999975,41.48332596
305,8,0.194999993,41.47795486
305,9,0.12499997,42.91092682
305,10,0.07500001,43.21572876
305,11,0.069999978,47.28454971
305,12,0.054999985,49.12737274
305,13,0.04999999,51.88618851
305,14,0.044999994,54.18277359
305,16,0.030000001,56.24275208
305,18,0.039999999,63.59850693
123,0.01,0,0
123,1.7,3.884999752,170.1451569
123,1.8,3.784999847,162.4351349
123,1.9,3.679999828,153.7357483
123,2,3.579999924,147.0005646
123,2.2,3.380000114,134.6120911
123,2.4,3.054999828,83.35863495
123,2.6,2.854999542,75.9618988
123,2.8,2.659999847,71.24276733
123,3,2.46999979,68.26539612
123,3.2,2.274999619,63.40790939
123,3.4,2.084999561,59.91452789
123,3.6,1.899999619,57.25351334
123,3.8,1.71999979,55.0358429
123,4,1.544999599,53.01257324
123,4.4,1.204999447,48.39880753
123,4.8,0.904999614,45.4349823
123,5.2,0.654999971,43.61200714
123,5.6,0.444999993,41.45017624
123,6,0.304999977,41.31694412
123,6.4,0.214999974,42.25505829
123,6.8,0.155000001,43.51327896
123,7.2,0.155000001,49.72943497
123,7.5,0.155000001,53.98358536
123,7.6,0.155000001,55.33974838
123,7.75,0.155000001,57.30953598
123,8,0.059999991,46.59806442
123,9,0.160000011,72.28871918
123,10,0.155000001,81.07372284
123,11,0.039999999,66.86074066
123,12,0.039999999,73.06282806
123,13,0.030000001,75.04404449
123,16,0.030000001,88.61884308
123,0.01,5.425000191,919.9675903
123,1.7,3.734999657,90.07253265
123,1.8,3.635000229,85.68000793
123,1.9,3.534999847,81.53614807
123,2,3.450000286,93.04821014
123,2.2,3.255000114,88.00275421
123,2.4,3.054999828,80.19843292
123,2.6,2.864999771,77.88516998
123,2.8,2.669999599,72.91291809
123,3,2.474999905,68.01963043
123,3.2,2.284999847,64.66259766
123,3.4,2.09499979,61.00750351
123,3.6,1.904999733,57.14442825
123,3.8,1.724999905,54.9666481
123,4,1.545000076,52.20019531
123,4.4,1.210000515,48.41300583
123,4.8,0.909999967,45.49686432
123,5.2,0.649999976,42.88753891
123,5.6,0.450000018,41.61091995
123,6,0.305000007,41.12578201
123,6.4,0.209999979,41.62935257
123,6.8,0.149999976,42.83483124
123,7.2,0.099999994,42.92874908
123,7.6,0.079999983,45.27071381
123,8,0.059999991,46.49209976
123,8.5,0.049999997,49.5821228
123,9,0.039999999,51.78181839
123,9.2,0.035,52.121521
123,9.5,0.029999999,53.01978683
123,10,0.029999999,56.75171661
123,10.5,0.029999999,60.24313736
123,10.6,0.025,59.09118271
123,11,0.039999999,66.7678833
123,12,0.039999999,72.97048187
123,13,0.030000001,74.95678711
123,14,0.030000001,79.87625885
123,14.5,0.030000001,82.17641449
123,15,0.030000001,84.3815918
123,16,0.030000001,88.53549194
123,17,0.030000001,92.38742828
123,18,0.030000001,95.97712708
123,19,0.030000001,99.33698273
123,19.3,0.030000001,100.3042526
123,20,0.030000001,102.4937897
123,24,0.030000001,113.4898605
123,28,0.030000001,122.5370407
487,0.8,4.619999886,95.14183807
487,1,4.424999714,85.38527679
487,1.2,4.234999657,79.40955353
487,1.4,4.044999599,74.11830139
487,1.6,3.859999657,70.59056091
487,1.8,3.674999714,67.0973053
487,2,3.494999886,64.55994415
487,2.4,3.125,57.83525085
487,2.8,2.775000095,53.66275024
487,3.2,2.440000057,50.30404663
487,3.6,2.130000114,48.01126099
487,4,1.834999561,45.70033646
487,4.8,1.329999447,42.67914581
487,5.6,0.935000002,40.70443344
487,6.4,0.639999986,39.28871536
487,7.2,0.449999988,39.15820313
487,8,0.329999983,39.76503372
487,10,0.164999962,41.40429688
487,12,0.100000009,43.78245544
487,14,0.079999998,47.50436401
487,16,0.064999975,50.37264252
487,18,0.049999986,52.07691956
487,20,0.039999995,53.63846207
487,0.8,4.650000572,97.21620178
487,1,4.454999924,87.65661621
487,1.2,4.26499939,82.04933929
487,1.4,4.065000057,73.37393951
487,1.6,3.879999638,70.68119049
487,1.8,3.694999695,67.61003876
487,2,3.509999752,64.42363739
487,2.4,3.144999981,58.77950668
487,2.8,2.790000439,54.12551117
487,3.2,2.444999695,50.00418854
487,3.6,2.134999752,47.88795853
487,4,1.84499979,45.91024017
487,4.8,1.329999924,42.45721054
487,5.6,0.924999952,40.1373024
487,6.4,0.63499999,38.97732544
487,7.2,0.444999993,38.85062027
487,8,0.325000018,39.44381332
487,9,0.224999964,40.22518158
487,10,0.164999962,41.34248734
487,11,0.125,42.43462753
487,12,0.095000014,43.24756622
487,14,0.079999998,47.45370865
487,15,0.06999997,48.72820663
487,16,0.064999975,50.32455063
487,17,0.05999998,51.68830872
487,18,0.044999991,51.16589737
487,19,0.044999991,52.92082214
487,20,0.039999995,53.59486008
487,24,0.025,55.58816528
